header,title,titleUrl,description,time,products,details,activityControls,subtitles
YouTube,Watched Naveen ने की Udit Narayan की कमाल की नकल | हंसी रोकना हुआ मुश्किल  | The Kapil Sharma Show S2,https://www.youtube.com/watch?v=C2h6jruMt3Q,,2024-11-02T16:46:31.920Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Comedy Nights', 'url': 'https://www.youtube.com/channel/UCel0uv0NCccUgRHe07-9-ig'}]"
YouTube,Watched Victory Venkatesh garu Speech @ NBK 50 Years Celebrations | Nandamuri Balakrishna,https://www.youtube.com/watch?v=Xt5MX0kBnBE,,2024-11-02T16:45:09.732Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Shreyas Media', 'url': 'https://www.youtube.com/channel/UCHca09YXIXzK32mGjOuHjRg'}]"
YouTube,"Watched Farewell made special | A film by Canva | Dil se, design tak | Canva",https://www.youtube.com/watch?v=BipPqbLm8M0,Watched at 10:08 PM,2024-11-02T16:38:12.547Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Dole Dole Song - Janu Lyri Performance | Dhee Celebrity Special-2 | 23rd October 2024 | ETV Telugu,https://www.youtube.com/watch?v=J27rnEJnsfk,,2024-11-02T16:33:06.714Z,['YouTube'],,['YouTube watch history'],"[{'name': 'ETV Dhee', 'url': 'https://www.youtube.com/channel/UCoY_p16GEbOQPgES1-wXpYg'}]"
YouTube,Watched Shortened: Cooking essentials on your mind? | Swiggy Instamart | 10 minute deliveries,https://www.youtube.com/watch?v=Jvvw-eQ44aE,Watched at 10:03 PM,2024-11-02T16:33:00.316Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Kiran Abbavaram Non Stop Crying After Seeing His AV At KA Movie Pre Release Event | TC Brother,https://www.youtube.com/watch?v=QXnhAmhow9k,,2024-11-02T16:32:47.160Z,['YouTube'],,['YouTube watch history'],"[{'name': 'TeluguCinema Brother', 'url': 'https://www.youtube.com/channel/UCXrERJvdl3bNAHQWlmRN3GA'}]"
YouTube,Watched Varun Tej Talks About the Iconic Cult Dialogue from Matka at the Trailer Launch! 🎬 | @maatvfilms,https://www.youtube.com/watch?v=VeEF6i0yfLA,,2024-11-02T16:32:18.793Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Maa Tv Films', 'url': 'https://www.youtube.com/channel/UCJ3dsjo47GXXDsCx_o9Zf2Q'}]"
YouTube,Watched Matka Trailer | Varun Tej | Karuna Kumar | Meenakshi Choudhary | Nora Fatehi | GV Prakash Kumar,https://www.youtube.com/watch?v=FKtnAhHnfUo,,2024-11-02T16:29:32.966Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Aditya Music', 'url': 'https://www.youtube.com/channel/UCNApqoVYJbYSrni4YsbXzyQ'}]"
YouTube,Watched RANGU SEETHAAMMO SONG SERIES | VIDEO JUKEBOX | PART 1- 8 | PARSHURAM NAGAM | LADDU MUSIC,https://www.youtube.com/watch?v=Fo6hd_mGSAc,,2024-11-02T16:28:20.913Z,['YouTube'],,['YouTube watch history'],"[{'name': 'LADDU MUSIC', 'url': 'https://www.youtube.com/channel/UCrKKAObsL5GQnMcZDhKYXig'}]"
YouTube,Watched Bigg Boss Telugu 8 | Day 62 - Promo 2 | Nagarjuna Highlights contestants Relationship 😳 | Star Maa,https://www.youtube.com/watch?v=661NqAMACyI,,2024-11-02T16:27:31.840Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Star Maa', 'url': 'https://www.youtube.com/channel/UCJF4y2nyCCrDKTgA7dxz1Qw'}]"
YouTube,Watched Blinkit Salon 06sec,https://www.youtube.com/watch?v=4Ph7ksFZKV4,Watched at 9:57 PM,2024-11-02T16:27:25.623Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Bigg Boss Telugu 8 | Day 62 - Promo 1 | Nagarjuna Exposes Contestants Shocking Blunders 😳 | Star Maa,https://www.youtube.com/watch?v=dOsbAvQhRtY,,2024-11-02T16:24:24.266Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Star Maa', 'url': 'https://www.youtube.com/channel/UCJF4y2nyCCrDKTgA7dxz1Qw'}]"
YouTube,"Watched Vijay Sales Diwali Sale | विजय सेल्स के साथ, हर खरीद पर मिलेगी ज़्यादा ख़ुशियाँ!",https://www.youtube.com/watch?v=E4djKjD803o,Watched at 9:54 PM,2024-11-02T16:24:20.960Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched What I Ate for Lunch at School in Korea Part 17 🇰🇷 #southkorea #seoul #koreanfood,https://www.youtube.com/watch?v=O9nvSrn6BVY,,2024-11-02T16:24:08.728Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Gaezari 게자리', 'url': 'https://www.youtube.com/channel/UC0XjJJnKm6v6rmNK5BR5F6A'}]"
YouTube,Watched Hyderabad Hardworking women selling Non-Veg Platter in Hyderabad.#food #streetfood,https://www.youtube.com/watch?v=PWw9aESBYWo,,2024-11-02T16:23:59.752Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Hyderabad Food World Shorts', 'url': 'https://www.youtube.com/channel/UCQUKONrAfhoKzdvrHVs6g5A'}]"
YouTube,Watched खुद को इमीग्रेशन धोखाधड़ी से बचाएं।,https://www.youtube.com/watch?v=_QERfbzeYWI,Watched at 9:32 PM,2024-11-02T16:02:35.998Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Nastya and dad staged a dance competition,https://www.youtube.com/watch?v=yWUkN4wyB0s,,2024-11-02T15:41:55.123Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Like Nastya Collections', 'url': 'https://www.youtube.com/channel/UCKtWpU7qXe9FxBPQwU7_W4g'}]"
YouTube,Watched HIT Spray Matic l 20 sec l Telugu l Subtitles,https://www.youtube.com/watch?v=xYhcxrl0NN0,Watched at 8:59 PM,2024-11-02T15:29:58.273Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched RBI RETAIL DIRECT MOBILE APP - Hindi,https://www.youtube.com/watch?v=eX7Brpgnhwg,Watched at 8:49 PM,2024-11-02T15:19:08.764Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched aha gold ad 2 subscribe now,https://www.youtube.com/watch?v=3x0xIhAfE9U,Watched at 8:48 PM,2024-11-02T15:18:37.790Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Godrej HIT Anti Roach Gel l  20 sec l Telugu,https://www.youtube.com/watch?v=HBv4XdApid0,Watched at 8:48 PM,2024-11-02T15:18:16.982Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Nastya and dad are learning the alphabet,https://www.youtube.com/watch?v=urqWcUPdD80,,2024-11-02T15:05:51.252Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Like Nastya Collections', 'url': 'https://www.youtube.com/channel/UCKtWpU7qXe9FxBPQwU7_W4g'}]"
YouTube,Watched Landscape_Video_Job Search_MarketingTest_EN,https://www.youtube.com/watch?v=bxeaIi9VBF8,Watched at 8:35 PM,2024-11-02T15:05:31.627Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched hi_IN_Spot_BB3_TGIKS_30_UHD_PRHQ_2CH_post_NoPrice_Bug_Sub_NoDub,https://www.youtube.com/watch?v=RFvaMXLHSbc,,2024-11-02T15:05:03.830Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",
YouTube,Watched Diwali x OPPO,https://www.youtube.com/watch?v=i5Ic-k0iSOc,Watched at 7:26 PM,2024-11-02T13:56:49.612Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,"Watched Netflix Parivaar ki taraf se, Happy Diwali! ✨🪔",https://www.youtube.com/watch?v=tnEsBAPvJ9o,,2024-11-02T13:56:28.405Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",
YouTube,Watched Nastya understands how important it is to study,https://www.youtube.com/watch?v=jilXzgngSlo,,2024-11-02T13:46:40.360Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Like Nastya Collections', 'url': 'https://www.youtube.com/channel/UCKtWpU7qXe9FxBPQwU7_W4g'}]"
YouTube,Watched Mansion House Boyzzzz Official Web Series Trailer || Wirally Originals || Tamada Media,https://www.youtube.com/watch?v=Nx7N78sVSys,Watched at 7:16 PM,2024-11-02T13:46:30.684Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Miniklub - Happy Parenting #newbornbaby #babyfashion,https://www.youtube.com/watch?v=9S2TxtvStZc,Watched at 7:04 PM,2024-11-02T13:34:40.725Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched SPACES SEASONS GREETINGS | KAJAL AGGARWAL,https://www.youtube.com/watch?v=Aj3GcJ7w-xM,Watched at 7:04 PM,2024-11-02T13:34:27.248Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,"Watched 5 Giant Duck Cartoon,Cow,Elephant,Tiger,Lion,Gorilla, Paint Wild Animals Crossing Fountain Animation",https://www.youtube.com/watch?v=3fIQBlPCLXA,,2024-11-02T13:27:13.630Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Super BOOM Animals 4D', 'url': 'https://www.youtube.com/channel/UCb8uKZfP6mrgL-_6iEussGw'}]"
YouTube,Watched IN_en_6030_diwali-M_Bumper_YT_16x9_6_B_4963001-bumper-e30ae6d22400d3e500e3b144d6fb81c0,https://www.youtube.com/watch?v=rSf_ao41MrU,Watched at 6:56 PM,2024-11-02T13:26:50.122Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Amazon Pay Rewards,https://www.youtube.com/watch?v=vxZB_J_LxmE,Watched at 6:56 PM,2024-11-02T13:26:43.298Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Jiska Mujhe Tha Intezar | Don | Amitabh Bachchan & Zeenat Aman | Lata Mangeshkar & Kishore Kumar,https://www.youtube.com/watch?v=9Uv-zfUgTZ8,,2024-11-02T13:15:33.424Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Zee Music Classic', 'url': 'https://www.youtube.com/channel/UCLWCv3y3FK1pqEbe_yzilsw'}]"
YouTube,"Watched Vijay Sales Diwali Sale | ఈ దీపావళి మీ ఇంటిని వెలుగులతో నింపండి, విజయ్ సేల్స్ ఆఫర్లతో",https://www.youtube.com/watch?v=Ntv8sgNEDGw,Watched at 6:45 PM,2024-11-02T13:15:28.845Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Kep1er 케플러 | 'TIPI-TAP' M/V,https://www.youtube.com/watch?v=gXCCiVqI_VQ,,2024-11-02T13:15:05.008Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",
YouTube,Watched Jiska Mujhe Tha Intezar | Don | Amitabh Bachchan & Zeenat Aman | Lata Mangeshkar & Kishore Kumar,https://www.youtube.com/watch?v=9Uv-zfUgTZ8,,2024-11-01T18:18:29.285Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Zee Music Classic', 'url': 'https://www.youtube.com/channel/UCLWCv3y3FK1pqEbe_yzilsw'}]"
YouTube,Watched IN_HI_IC_auto_Concept1_1_1200x628_Video_CLD-3066_UPW_P_Celtra.mp4,https://www.youtube.com/watch?v=ibx_SOsb21E,Watched at 11:48 PM,2024-11-01T18:18:18.921Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Khaike Paan Banaras Wala | Don | Amitabh Bachchan & Zeenat Aman | Kishore Kumar,https://www.youtube.com/watch?v=VyqhPYe0vew,,2024-11-01T18:14:15.117Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Zee Music Classic', 'url': 'https://www.youtube.com/channel/UCLWCv3y3FK1pqEbe_yzilsw'}]"
YouTube,"Watched Unstoppable With NBK S4 E2 Promo | Dulquer Salmaan, Meenakshii Chaudhary | Oct 31, 12 PM",https://www.youtube.com/watch?v=EvFk2yze7kA,Watched at 11:44 PM,2024-11-01T18:14:09.394Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched चुरा लिया है तुमने | Chura Liya Hai Tumne Lyrical | Asha Bhosle | Mohd. Rafi | Yaadon ki Baraat | HD,https://www.youtube.com/watch?v=dQeylI8kVZk,,2024-11-01T18:09:17.784Z,['YouTube'],,['YouTube watch history'],"[{'name': 'RD Burman Classics', 'url': 'https://www.youtube.com/channel/UCrXsh8AuVQtGUlG-eQRVM5Q'}]"
YouTube,Watched Play Store Diwali 6s Minecraft H,https://www.youtube.com/watch?v=UCCsEUAo3qQ,"Watched at 11:39 PM
Watched at 8:29 PM",2024-11-01T18:09:13.833Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched https://www.youtube.com/watch?v=hjfzFVw2Zjo,https://www.youtube.com/watch?v=hjfzFVw2Zjo,,2024-11-01T18:02:22.190Z,['YouTube'],,['YouTube watch history'],
YouTube,Watched Vicks Inhaler Rap + New Vicks Roll-on_Hindi,https://www.youtube.com/watch?v=c9zXkwOnX2Q,Watched at 11:32 PM,2024-11-01T18:02:13.749Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,"Watched Mere Rang Me Rangne Wali Video Song | Maine Pyar Kiya | Salman Khan, Bhagyashree | S P B Hit Songs",https://www.youtube.com/watch?v=T9RQrpuPt6o,,2024-11-01T15:15:27.002Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Bollywood Classics', 'url': 'https://www.youtube.com/channel/UCZ_OLiS7DkyCg89eV_qQMoQ'}]"
YouTube,Watched Full Video: Chuttamalle - Devara | NTR | Janhvi Kapoor | Anirudh | Shilpa Rao | Koratala Siva,https://www.youtube.com/watch?v=GWNrPJyRTcA,,2024-11-01T15:14:41.474Z,['YouTube'],,['YouTube watch history'],"[{'name': 'T-Series Telugu', 'url': 'https://www.youtube.com/channel/UCnJjcn5FrgrOEp5_N45ZLEQ'}]"
YouTube,Watched Mawaa Enthaina Full Video Song |Guntur Kaaram |Mahesh Babu |Meenakshi Chaudhary |Trivikram |Thaman S,https://www.youtube.com/watch?v=5yPO5lFeAIE,,2024-11-01T15:11:36.554Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Aditya Music', 'url': 'https://www.youtube.com/channel/UCNApqoVYJbYSrni4YsbXzyQ'}]"
YouTube,Watched Srimathi Garu Video Song |Lucky Baskhar |Dulquer Salmaan |Meenakshi C | GV Prakash |Vishal M |Shweta,https://www.youtube.com/watch?v=hfoMxubi4xk,,2024-11-01T15:09:05.388Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Aditya Music', 'url': 'https://www.youtube.com/channel/UCNApqoVYJbYSrni4YsbXzyQ'}]"
YouTube,Watched UC Up & Unlock Ravager in BGMI,https://www.youtube.com/watch?v=v8mRlEsEX3Y,"Watched at 8:38 PM
Watched at 8:19 PM",2024-11-01T15:08:23.698Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Full Video: Ayudha Pooja (Telugu) | Devara | NTR | Saif Ali Khan | Koratala Siva | Anirudh,https://www.youtube.com/watch?v=HZ_Q20ir-gg,,2024-11-01T15:05:15.257Z,['YouTube'],,['YouTube watch history'],"[{'name': 'T-Series Telugu', 'url': 'https://www.youtube.com/channel/UCnJjcn5FrgrOEp5_N45ZLEQ'}]"
YouTube,Watched BABYMONSTER - 'DRIP' M/V,https://www.youtube.com/watch?v=Zp-Jhuhq0bQ,Watched at 8:34 PM,2024-11-01T15:04:28.460Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched HUSETHI NALUGU GALALENEYE CHORI FULL VIDEO SONG || BANJARA LOVE FAILURE VIDEO SONGS #nagarajubanjara,https://www.youtube.com/watch?v=35B-nTT7pX0,,2024-11-01T15:00:20.831Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Ring Music Banjara', 'url': 'https://www.youtube.com/channel/UCyCOR97XYmRMXgSO2U0HWuA'}]"
YouTube,Watched #CelebrateEveryStep with Masaba Gupta | Launching the Starlight Collection​,https://www.youtube.com/watch?v=sSZ6DuycNGc,Watched at 8:30 PM,2024-11-01T15:00:04.696Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Sevyasathera Aanganema NACHARO MOR||Full Song||MadeenSk||Vijay KumarSinger||Swapnali Rathod|| Akhila,https://www.youtube.com/watch?v=CD3nyktFF5o,,2024-11-01T14:58:48.495Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Vijay Audios & Videos ', 'url': 'https://www.youtube.com/channel/UCAQKufJ46b5OinTac9crEIw'}]"
YouTube,Watched Cadbury Bournville- Fitness,https://www.youtube.com/watch?v=xkaZOBOG2eE,Watched at 8:26 PM,2024-11-01T14:56:18.173Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Savukareri Beti Full Song | Vijay Kumar Singer | Madeen Sk | Dilip Sai Naik | Mamatha Singer |,https://www.youtube.com/watch?v=gf876fxd28Y,,2024-11-01T14:50:33.719Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Vijay Audios & Videos ', 'url': 'https://www.youtube.com/channel/UCAQKufJ46b5OinTac9crEIw'}]"
YouTube,Watched Diwali with OPPO,https://www.youtube.com/watch?v=Exjb3zUm104,Watched at 8:19 PM,2024-11-01T14:49:43.878Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,"Watched Netflix Parivaar ki taraf se, Happy Diwali! ✨🪔",https://www.youtube.com/watch?v=tnEsBAPvJ9o,,2024-11-01T14:44:58.353Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",
YouTube,"Watched All-New 5"" Color TFT With Connectivity | KTM 200 DUKE",https://www.youtube.com/watch?v=hlv2Zti_vao,Watched at 8:13 PM,2024-11-01T14:43:27.715Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Brookfield Zero Compromise - Leading the Transition,https://www.youtube.com/watch?v=vLoDAmBzHOM,Watched at 8:12 PM,2024-11-01T14:42:56.840Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched top most creative diy tractor plough machine science project of sano creator,https://www.youtube.com/watch?v=-2H2TvGDbi8,,2024-11-01T14:24:12.455Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Sano Creator', 'url': 'https://www.youtube.com/channel/UC4vJ3KYtMExUtRx_rdOmBZw'}]"
YouTube,Watched Silpa Whistling Woods - Your Weekend Farmhouse | 118 acres Farm Land @ Shamirpet | Genome valley,https://www.youtube.com/watch?v=VuSgGLxeyBE,Watched at 7:53 PM,2024-11-01T14:23:40.753Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Изучаем цвета с Котэ - Игры с цветными шариками и разноцветными яйцами - мультики для малышей,https://www.youtube.com/watch?v=-1rgxnX9Xzc,,2024-11-01T14:22:54.554Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Get Movies', 'url': 'https://www.youtube.com/channel/UClZkHt2kNIgyrTTPnSQV3SA'}]"
YouTube,Watched ది జంగిల్ బుక్ - తెలుగు | Episode 17 సర్వైవల్ ఆఫ్ ఫిట్టెస్ట్ | FULL EPISODE | తెలుగులో మోగ్లీ కథ,https://www.youtube.com/watch?v=26x2kVXm-KU,,2024-11-01T14:22:20.487Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Powerkids Telugu', 'url': 'https://www.youtube.com/channel/UCQyjQuwpSm7L_ONxkuy1XWQ'}]"
YouTube,Watched ది జంగిల్ బుక్ - తెలుగు మెగా ఎపిసోడ్ 4 | తెలుగులో మోగ్లీ కథ | Jungle Book Telugu | Power Kids Telugu,https://www.youtube.com/watch?v=AO1gY--tySk,,2024-11-01T14:21:45.864Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Powerkids Telugu', 'url': 'https://www.youtube.com/channel/UCQyjQuwpSm7L_ONxkuy1XWQ'}]"
YouTube,Watched ది జంగిల్ బుక్ - తెలుగు మెగా ఎపిసోడ్ 2 | తెలుగులో మోగ్లీ కథ | Jungle Book Telugu | Power Kids Telugu,https://www.youtube.com/watch?v=vniSh_GLHuQ,,2024-11-01T14:21:22.612Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Powerkids Telugu', 'url': 'https://www.youtube.com/channel/UCQyjQuwpSm7L_ONxkuy1XWQ'}]"
YouTube,Watched ది జంగిల్ బుక్ - తెలుగు మెగా ఎపిసోడ్ 1 | తెలుగులో మోగ్లీ కథ | Jungle Book Telugu | Power Kids Telugu,https://www.youtube.com/watch?v=1guhp_Tb_VU,,2024-11-01T14:19:14.760Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Powerkids Telugu', 'url': 'https://www.youtube.com/channel/UCQyjQuwpSm7L_ONxkuy1XWQ'}]"
YouTube,Watched मूंगफलीवाला | फर्जी लॉटरी लिंक | UPI सुरक्षा जागरुकता,https://www.youtube.com/watch?v=QqTFVUIKoZI,Watched at 7:36 PM,2024-11-01T14:06:08.891Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched RBI RETAIL DIRECT MOBILE APP - Hindi,https://www.youtube.com/watch?v=eX7Brpgnhwg,Watched at 7:12 PM,2024-11-01T13:42:40.435Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Engineer your future at Monash University,https://www.youtube.com/watch?v=nkTvdwJeV4c,Watched at 7:12 PM,2024-11-01T13:42:24.653Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,"Watched 5 Giant Duck Cartoon,Cow,Mammoth,Dog,T-Rex,Lion,Tiger Paint Wild Animals Crossing Fountain Animation",https://www.youtube.com/watch?v=SgDn4k99KHM,,2024-11-01T13:32:59.139Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Super BOOM Animals 4D', 'url': 'https://www.youtube.com/channel/UCb8uKZfP6mrgL-_6iEussGw'}]"
YouTube,Watched Banrakas ka eenta phone Vs Vikas ka Galaxy A16 5G: Phulera kisko chunega?,https://www.youtube.com/watch?v=AGFuAGKZpO4,,2024-11-01T13:32:41.767Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",
YouTube,Watched C Program to Print Star Pattern - Part 1 | Learn Coding,https://www.youtube.com/watch?v=1uRi9bYVIxs,,2024-11-01T13:05:34.324Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Learn Coding', 'url': 'https://www.youtube.com/channel/UCV7cZwHMX_0vk8DSYrS7GCg'}]"
YouTube,"Watched Netflix Parivaar ki Taraf se, se Happy Diwali!",https://www.youtube.com/watch?v=5cP4IaIbYW8,Watched at 6:35 PM,2024-11-01T13:05:25.666Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Solve any Pattern Question - Trick Explained | 22 Patterns in 1 Shot | Strivers A2Z DSA Course,https://www.youtube.com/watch?v=tNm_NNSB3_w,,2024-11-01T12:59:59.775Z,['YouTube'],,['YouTube watch history'],"[{'name': 'take U forward', 'url': 'https://www.youtube.com/channel/UCJskGeByzRRSvmOyZOz61ig'}]"
YouTube,Watched Party on your mind? | Swiggy Instamart | 10 minute deliveries,https://www.youtube.com/watch?v=lq-6q-DO988,,2024-11-01T12:59:56.124Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",
YouTube,Watched Unbox the Diwali Gift Box | Zepto,https://www.youtube.com/watch?v=rm4JlDrzCsA,Watched at 6:29 PM,2024-11-01T12:59:53.831Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Fried Egg Masala ASMR Cooking ||#asmr #recipe #asmrcooking #indianasmrworld #cooking #shorts #shorts,https://www.youtube.com/watch?v=yxHtDb4Tt5I,,2024-11-01T12:44:41.040Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Indian ASMR World', 'url': 'https://www.youtube.com/channel/UCBSGboqYmgfWFkiwURwPMsg'}]"
YouTube,Watched https://www.youtube.com/watch?v=knVgMbJiivY,https://www.youtube.com/watch?v=knVgMbJiivY,,2024-11-01T12:44:36.307Z,['YouTube'],,['YouTube watch history'],
YouTube,Watched Kütük Ocakta Kuzu Pirzola Pişirme 🏔️🥩 | Cooking lamb chops on a wood stove,https://www.youtube.com/watch?v=mXr-whjSIz0,,2024-11-01T12:44:33.109Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Karadenizli Maceracı', 'url': 'https://www.youtube.com/channel/UCVEvXfblll0OjxBE_I9YeOw'}]"
YouTube,Watched 𝐍𝐚𝐭𝐢𝐨𝐧𝐚𝐥 𝐊𝐚𝐥𝐚𝐫𝐢𝐩𝐩𝐚𝐲𝐚𝐭𝐭𝐮 𝐂𝐡𝐚𝐦𝐩𝐢𝐨𝐧𝐬𝐡𝐢𝐩2024|𝐇𝐢𝐠𝐡 𝐊𝐢𝐜𝐤🥇✌️#kalari #youtube #viral #shorts #india #video,https://www.youtube.com/watch?v=9hFoV6amuy0,,2024-11-01T12:44:32.330Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Shanith Janatha', 'url': 'https://www.youtube.com/channel/UCD6laPchwDzwvZnR-YUGMVQ'}]"
YouTube,Watched This Magnetic Game is Madness!! #boardgames #couple,https://www.youtube.com/watch?v=jWwd9Kow2J8,,2024-11-01T12:44:30.616Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Jasmi & Yash', 'url': 'https://www.youtube.com/channel/UCLQjGvK0EjsT9d_ayhwf-nQ'}]"
YouTube,Watched Kadhi Chawal ASMR #shorts,https://www.youtube.com/watch?v=6BmCletISWY,,2024-11-01T12:44:27.823Z,['YouTube'],,['YouTube watch history'],"[{'name': 'FooD Code ASMR', 'url': 'https://www.youtube.com/channel/UCgkq0lFYCF3dWSn2TCoKgrg'}]"
